,Acinetobacter,Burkholderia,Burkholderia cepacia complex,Salmonella,Shigella,Enterobacter,Enterobacter cloacae complex,Helicobacter,Campylobacter,Enterococcus,Escherichia,Vibrio,Morganella,Citrobacter,Providencia,Clostrioides,Klebsiella,Proteus,Streptococcus,Staphylococcus,Stenotrophomonas,Stenotrophomonas maltophilia group,Haemophilus,Serratia,Giardia,Vermamoeba,Acanthamoeba,Naegleria,Acinetobacter calcoaceticus baumannii complex,Pseudomonas,Legionella,Mycobacterium,Mycobacterium avium complex
5547937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000D1ADBB8,,,
4328636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0005C5418A,,,
6631698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008CA9DB7,,,
6545728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009A39D2B,,,
1944672,,UPI00075FDBC7,,,,,,,,,UPI000BE559E7,UPI000CEA06CA,,,,,,,,,,,,,,,,,,UPI000EF6C862,,,
4391451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000563FCF7,,,
6011420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0011A55F55,,,
4305154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053E982A,,,
5149004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A172Z402,,,
6424897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00071BA9E9,,,
301055,UPI00132FDDEE,UPI0012AEB93E,A0A118LIL8,A0A5W2X667,,UPI0003AAD736,UPI00137475BD,UPI000EADE57F,A0A5T0S8C4,A0A242H315,UPI000E0F3C0E,A0A0D1GM64,,UPI0010C9A57C,,,A0A4Q8RE28,,UPI001242C2CD,G5JJL2,UPI00137627B4,UPI000D53C986,,UPI0013DA3F82,,,,,UPI000671AAFA,A0A3M5ETF1,,A0A1X1X1S3,
1654496,,UPI000B7ACE35,,,,,,,,,UPI000D6EEBD4,A0A090TP25,,,,,,,UPI0005E14C30,,,,,,,,,,,UPI000F87FC18,,UPI00070D0C29,
3806731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2Z5AC04,,,
3021644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00028FF0FB,,,
2469217,,UPI000757F28F,,,,,,,,,UPI000854BD1D,UPI000780134D,,,,,,,,,,,,,,,,,,A0A3D3CA33,,,
742344,UPI000451B628,UPI0004DB7643,UPI000F6847B7,UPI00117B06BC,,UPI0012610BF4,UPI00063AAD94,A0A438PRN4,UPI00081892CE,A0A0U2WV07,UPI00050A7171,UPI0001B94D65,,,,,UPI0013D2DCA7,,A0A428AZ02,UPI000A326A43,,,,,,,,,,UPI000E1E30F0,,UPI0004B83D9D,
4825589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4R5SXK5,,,
5846552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000C6D6E6C,,,
1692397,,UPI00117E4843,,,,,,,,,UPI000C33E3FF,UPI000CD1ED72,,,,,,,UPI0008E27A63,,,,,,,,,,,UPI000F81A274,,UPI000811B3EE,
6516255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008128560,,,
493169,A0A5K1MJ37,UPI00128FBD6D,UPI0012FA1F1F,UPI0002BB78F1,,UPI00062CAF85,UPI000C9BF462,UPI00040A9DC1,UPI000CE390D7,UPI0011F258B9,UPI0011F379A3,UPI0012D743CC,,,,,UPI0012B97F33,,A0A540U8M2,UPI000768E647,UPI000DA7D245,,,UPI000745458E,,,,,UPI000A357DA4,A0A2T0IR92,,A0A2S9FS67,
2833616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00027872D9,,,
4879104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E6XXM1,,,
628410,UPI000451DFEC,A0A0Q5PL38,A0A1B4LKP6,A0A447QYW3,,UPI000DCD0734,UPI000907E1DF,A0A438WZI4,UPI0011A08EA4,A0A2S7RVH0,UPI0011E43187,A0A0S3JTG9,,,,,UPI0003EBB259,,UPI0002ED9E68,UPI00085BE1ED,UPI000951F52D,,,,,,,,,A0A5J6QCY4,,A0A1V3WSB5,
4613213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0S4I1T8,,,
1250441,UPI001023EAAE,UPI001445814A,UPI0008FDF1B8,,,,,UPI000C306E43,,,UPI0014334743,A0A432D9J5,,,,,UPI000650E27F,,M3H7T9,,,,,,,,,,,A0A2A4B0F0,,A0A1A0XGF8,
4741853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A445ZZU2,,,
4546128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0Q8DI85,,,
6835937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00071B97D6,,,
4300876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053DCEDC,,,
994987,UPI0002833C53,A0A4S5D6Z3,UPI000751B91E,,,UPI00065049F8,,UPI0005344280,,,UPI00040CDD65,UPI00040386A3,,,,,UPI0010A64C91,,UPI0013875CAC,UPI0012AF2214,,,,,,,,,,A0A4V5U355,,A0A1X1VYV4,
1857106,,UPI00075E4E9D,,,,,,,,,UPI0010ACA4F8,UPI00112372B3,,,,,,,,,,,,,,,,,,UPI000EFAB0DE,,UPI000AFC71CE,
1156147,A0A4R1XPV2,UPI0013A70289,UPI00075F66B4,,,,,UPI000CF17661,,,A0A1X0YY95,A0A2N7EY26,,,,,UPI000C7D18FD,,G0I915,A0A2T4M6E0,,,,,,,,,,A0A427FC10,,UPI0005E1E14B,
6482662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008121C85,,,
1405274,UPI0007D07EF4,A2VSI8,UPI000757CD60,,,,,UPI0006A237AB,,,UPI0013FD5CC9,UPI0005EF897A,,,,,UPI0009BAC7C9,,UPI00109C5D41,,,,,,,,,,,A0A2R3I3J6,,A0A1A3EIF0,
3583177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5P1DSB1,,,
2549713,,UPI000751FBDE,,,,,,,,,UPI0007A015FE,UPI00084AC760,,,,,,,,,,,,,,,,,,A0A0P9SMA3,,,
1978018,,UPI0007567EE9,,,,,,,,,UPI000BEA63B9,UPI000C86025E,,,,,,,,,,,,,,,,,,UPI000F014D2C,,,
6717729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00076130AB,,,
5966009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BB61BF4,,,
1062171,A0A240E518,A0A3N8KEN7,UPI0007576CDF,,,,,A0A438VXR1,,,A0A659LBQ3,UPI00040FCC17,,,,,UPI0010345170,,UPI0005EA4D08,UPI000D1EAF83,,,,,,,,,,A0A1H2NS59,,UPI0012E1004C,
398477,UPI00125EF4E3,UPI000F5FFEFE,J7JAH0,UPI000DA35910,,A0A198GIU7,A0A156RUT5,A0A2W6NF24,A0A4Q9JVY8,UPI0007C1A7FE,A0A6D1AJB4,UPI001302A6C0,,,,,UPI0012B77F10,,B4U0I5,A0A380DXM5,A0A2W6JH74,UPI0009B1E17A,,A0A2G7ZQS8,,,,,UPI000D643757,A0A1H3J3C7,,A0A2S9FIR9,
137491,UPI000DA68B3C,UPI000F0845AF,UPI000F5A4C92,A0A3X4W8L3,,UPI000F835AE4,A0A1S2APH1,UPI000E0F265B,A0A5T2ARC8,UPI000F4F34D6,A0A5F1EEN2,A0A090SC41,,A0A494VBM5,UPI0008395ED9,UPI00098A2345,UPI000E2BF2EC,UPI00061CDD20,A0A1F0NL06,UPI000CBB9770,UPI0012920C7D,UPI0013DA7995,UPI00025E5349,A0A3M3KHI8,,,,,UPI00124FF92B,A0A257D3P9,A0A378KUF6,A0A4R5W8X2,UPI0009EE6952
6887315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0006874C7E,,,
1045440,A0A3A8EZ91,Q39MN8,UPI00075A4D76,,,,,A0A438X0T9,,,UPI0006786932,UPI0004150405,,,,,UPI00109D72B3,,UPI0005DAE0F2,UPI000E051CEA,,,,,,,,,,L8MHR5,,A0A1A2PZA2,
4205367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0012D4599E,,,
2105407,,UPI0007533C1A,,,,,,,,,UPI001124D541,UPI00111F321A,,,,,,,,,,,,,,,,,,UPI001241D495,,,
4129491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00141307A5,,,
613717,D0S832,A0A104C8Y2,A0A105B490,A0A5Y3V0X5,,UPI000C1DFCEA,UPI0007B32676,A0A439A0T9,UPI000C291180,UPI00148C722C,UPI0012BABD4F,A0A1W6VDN1,,,,,UPI0003BECC96,,UPI0002B93471,UPI000916DBAB,UPI00070A2ACB,,,,,,,,,A0A423EQE3,,A0A1E8Q3U5,
4595817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2V4JPC4,,,
5211282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7UPU5,,,
5363973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5N7S8G3,,,
316958,UPI001250AE78,UPI000F8139CF,A0A2S9MG98,A0A3X6TLY3,,UPI00049EEC4B,UPI00064A434A,UPI0012E7DFFB,A0A1S2U8P0,UPI0004721572,UPI000B7E36CF,A0A0F4P331,,UPI000BBD092E,,,A0A2X1SFW8,,UPI000F67F6C0,D2J6Z0,UPI0005B97338,UPI000D672617,,UPI000560555C,,,,,A0A062S7M2,A0A4V1ARA0,,A0A1B9C573,
1814175,,UPI00075B54ED,,,,,,,,,UPI0010590E61,UPI0010BF31A6,,,,,,,UPI000B592531,,,,,,,,,,,UPI000F51B6CE,,UPI0007B52478,
2986525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0002C47C7A,,,
1482422,UPI000A338E7B,A0A0H3HU45,UPI000756170F,,,,,,,,W1ETR2,UPI000571B8CE,,,,,UPI000667BD6A,,UPI000C201785,,,,,,,,,,,UPI0012EB7CFF,,UPI000C79AA89,
6495605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000803C1F6,,,
4676160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7MEL0,,,
1549335,,UPI000B79C839,UPI000758EA0F,,,,,,,,UPI000CFADBBE,A0A0A5I5J2,,,,,UPI000B4142DD,,UPI00109C3C75,,,,,,,,,,,UPI00130F970F,,UPI00114DFBFA,
6714706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0007812E60,,,
799877,A0A2U3MX04,UPI0004AAB427,UPI000AB86DCD,UPI0009AA432B,,UPI00075033CA,,A0A518Y8E4,UPI0008757859,,UPI0002A39BD5,UPI0004D3DAB9,,,,,UPI00058B662C,,A0A0Z8T1E2,UPI0006AB79E4,,,,,,,,,,UPI000F021E8C,,UPI00045973D2,
2792965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H1RIZ1,,,
6930260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A1E3D04,,,
5493430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000CF05F19,,,
2466791,,UPI00075E8D68,,,,,,,,,UPI0007A608AF,UPI0007204793,,,,,,,,,,,,,,,,,,A0A2D5VPN0,,,
6541766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000937B3AB,,,
5791844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001049BF89,,,
3559131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3M2XZZ0,,,
2436529,,UPI00075C3582,,,,,,,,,UPI0009891CF2,UPI000996EA93,,,,,,,,,,,,,,,,,,A0A0L1MFB7,,,
4488974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1G5V696,,,
5928446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BFED0EF,,,
4417165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0005902E7E,,,
5693455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000FD3FC60,,,
520351,A0A315WG85,Q8L301,UPI0005B9BBA6,UPI0005E0685D,,UPI00141F12E1,UPI000668DEFC,M5YUD2,UPI000CD98848,UPI00115C4C9A,UPI000F70473C,UPI0011F1E214,,,,,UPI0012B8A065,,A0A0M4JV66,UPI000768B881,UPI000C14BFD6,,,UPI00083E7A82,,,,,UPI00083F9BF9,A0A2M8UTS3,,A0A2G8AZX3,
3125198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003BB01E8,,,
6381570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00070D0587,,,
3498835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423NRN9,,,
3590988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2R7QNL9,,,
4935040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3E1HWB9,,,
1039603,A0A0M1I953,A0A119DJU9,UPI0007525A18,,,,,F8KPT7,,,UPI0006A09ABE,UPI0003913DA8,,,,,UPI000F7E7AF1,,UPI0005DAF428,UPI000D1CAB1A,,,,,,,,,,A0A257BTK8,,A0A172ULI4,
2115518,,UPI0007600E8C,,,,,,,,,UPI0010CC7E0E,UPI0011241D40,,,,,,,,,,,,,,,,,,UPI0012969C33,,,
1725438,,UPI000A2F10D0,,,,,,,,,UPI00108045B2,UPI000C9DCF15,,,,,,,UPI00088C53C7,,,,,,,,,,,UPI00103849A6,,UPI00096F355D,
4805841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1B2FAF6,,,
6546898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000997C023,,,
6889902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000B19AE4B,,,
2112609,,UPI00075C1EE9,,,,,,,,,UPI0010CBAB99,UPI0011A18478,,,,,,,,,,,,,,,,,,UPI0012959840,,,
5509121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA2B628,,,
4732773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H2HD65,,,
2645999,,UPI000B2CAC50,,,,,,,,,UPI000BE24FCD,UPI00084A9A2A,,,,,,,,,,,,,,,,,,A0A1Q9Y298,,,
1328157,UPI00065F7D0B,A0A0N0IED9,UPI00075686B7,,,,,UPI00112EB71A,,,UPI000645CE55,UPI0013B427FA,,,,,UPI0009BACD62,,UPI000CF4079F,,,,,,,,,,,A0A4U9QXJ3,,A0A1A2Y1N3,
5599070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001068B214,,,
1596685,,UPI00112031B5,UPI000B4E0B0F,,,,,,,,UPI000B3DAAA4,A0A120L392,,,,,,,UPI000A00285E,,,,,,,,,,,UPI0012BA30DA,,UPI000A14DAA5,
2133406,,UPI00075AD309,,,,,,,,,UPI0010AD3978,UPI001124B071,,,,,,,,,,,,,,,,,,UPI001241DB80,,,
6686077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008122341,,,
3685519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2S8Y5L1,,,
4793139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F3CF13,,,
1079313,A0A240E8E6,A0A3N8K6D9,UPI0007584E78,,,,,A0A438ZXD9,,,A0A329Y1I4,UPI00068E4C14,,,,,UPI001090C47A,,UPI0002B57D42,UPI000E3DD9A7,,,,,,,,,,A0A173J9S5,,UPI0013D46C55,
1989028,,UPI00075A42A5,,,,,,,,,UPI000BDE90A3,UPI000BA84C99,,,,,,,,,,,,,,,,,,UPI000F0170C8,,,
4926859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2T0H3F7,,,
5516296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA1E938,,,
5874729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000D10D116,,,
1652807,,UPI000B7A97C6,,,,,,,,,UPI000D78A975,A0A1C3JDG3,,,,,,,UPI0005E78315,,,,,,,,,,,UPI000F562477,,UPI000741780A,
4096956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013D409DF,,,
1476302,UPI00061FCC5B,A0A560V1H6,UPI000691ADFA,,,,,,,,A0A2X6FHJ4,UPI00028F185F,,,,,UPI0006BCA7FA,,UPI000CF58B60,,,,,,,,,,,UPI00129AC57F,,UPI000CEDF5F0,
3428752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2W5CXV1,,,
2057301,,UPI000717E29D,,,,,,,,,UPI000BE4E80D,UPI000C821665,,,,,,,,,,,,,,,,,,UPI001048BC7C,,,
1275629,UPI000CCF8265,A0A4V3JZK1,UPI000841FB23,,,,,UPI000BEA27E7,,,UPI00130254A4,A0A289GGX4,,,,,UPI0011DE1BDE,,A0A1V0GH12,,,,,,,,,,,A0A1Q8EXF8,,A0A5Q5CKL0,
4947918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2N8GQ45,,,
2778678,,,,,,,,,,,,UPI000B95DF0F,,,,,,,,,,,,,,,,,,A0A383RYW0,,,
1367854,UPI0009C027B7,A0A4R4CKY6,UPI00075BF833,,,,,UPI0009A2F780,,,UPI0002A46510,UPI001302C60D,,,,,UPI00083C91B5,,UPI00109C250D,,,,,,,,,,,A0A0P9UEV3,,A0A1A1YFM7,
2001509,,UPI000751D2CC,,,,,,,,,UPI000C15EE27,UPI000BA98191,,,,,,,,,,,,,,,,,,UPI000F57C3C6,,,
1830783,,UPI000753BBD6,,,,,,,,,UPI00111901FC,UPI0010D57991,,,,,,,UPI000B592A99,,,,,,,,,,,UPI000F54745B,,UPI0006DC1804,
3114815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004206B03,,,
3096580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0002F72C81,,,
2076754,,UPI00076D84B7,,,,,,,,,UPI000BB87E17,UPI0011574AA6,,,,,,,,,,,,,,,,,,UPI0010328B6B,,,
6379964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00073668F6,,,
5474740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000C9BF098,,,
4166648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013CF2A13,,,
1885393,,UPI00075BD600,,,,,,,,,UPI000C20D0F0,UPI000C7AEB52,,,,,,,,,,,,,,,,,,UPI0010646FDF,,,
3754354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423JIH8,,,
1819037,,UPI0007547277,,,,,,,,,UPI0010CC6971,UPI001080013B,,,,,,,UPI000B596AF9,,,,,,,,,,,UPI000F035D5E,,UPI0006D5BAE5,
2651908,,UPI000AACAAEF,,,,,,,,,UPI000B942838,UPI00080E50C5,,,,,,,,,,,,,,,,,,A0A290HD93,,,
917985,UPI0014229ED2,A0A1E3FP08,UPI00075BAEEC,UPI0008A93A11,,UPI0007B3CC60,,UPI0013D46764,,,UPI0002C90CF8,UPI000157D70C,,,,,UPI000D74FE5E,,F3UVV9,UPI00123E4FD6,,,,,,,,,,UPI000BA32D31,,A0A2I7W4V0,
1709080,,UPI000A0F8107,,,,,,,,,UPI000EB390AF,UPI000C82BDDA,,,,,,,UPI0009797C9A,,,,,,,,,,,UPI000F566790,,UPI0007FFD035,
4484505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423D011,,,
791382,A0A4R0FJA4,UPI0004F7B14C,UPI0011B22AF3,UPI0009AAC13A,,UPI0007988540,,M3N5X0,UPI00094D28F3,,UPI000530BBFE,UPI00051CDD6D,,,,,UPI0005EEE96B,,A0A3R8RKM2,UPI00066A225D,,,,,,,,,,UPI000F07011B,,UPI000412A0DF,
5430800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A105TAH0,,,
3562583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0A4GC24,,,
887449,A0A654RQX8,A0A3P0EP50,UPI0007526FDB,UPI0009ACBEE2,,UPI00079ACC57,,M7SLV1,,,UPI0002A1BF18,UPI00029B0729,,,,,UPI000D161A39,,A0A428I180,UPI000D45A494,,,,,,,,,,UPI000E364118,,A0A1X1SYV3,
3070907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000281B968,,,
4571151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4P7PMS0,,,
3015408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0002618A08,,,
500907,N9Q6S3,UPI001291B86F,UPI0012DE50A8,UPI0003BD1736,,UPI0005CFEE71,UPI000B8CC62E,UPI00047B64E7,UPI000CD81D3A,UPI0010F6420A,UPI0011E9ABF3,UPI0012AE6F7C,,,,,UPI0012AB3A6E,,A0A4M9XJK1,UPI000708F658,UPI000D53D977,,,UPI0007452EA9,,,,,UPI0007434F8C,A0A2N8CG98,,B8YG95,
939291,UPI0013A6E527,A0A1B4F9Q8,UPI00075DC92A,UPI0006207F46,,UPI00066618D5,,UPI0012E86538,,,UPI0003EE7F57,UPI00039A9DCA,,,,,UPI000D6548D6,,A0A4U9ZUH2,UPI00106BCE3C,,,,,,,,,,UPI000F076EBB,,A0A1A2PXS0,
5328332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4R3W5T7,,,
2855343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000484EAF0,,,
4765884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A266NF77,,,
625222,UPI00049FD0BA,A0A2S4NHJ7,A0A1R1JBV8,A0A5Y2RZH7,,UPI000DCB465C,UPI0009933D3A,A0A2T6TSD4,UPI000BB3EF4E,UPI00157456F7,UPI0011CA8D66,A0A1H6BB60,,,,,UPI0003AC6FBA,,UPI0002FDD3C3,UPI00085C94A9,UPI00080B34BD,,,,,,,,,A0A3D0JR56,,A0A1E8Q9Z8,
3775414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A658EKD4,,,
2681603,,,,,,,,,,,A7ZM66,UPI0006CE10D4,,,,,,,,,,,,,,,,,,G8PW92,,,
4903911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7AP91,,,
458936,UPI00124C807B,UPI000CFF5EFB,A0A1B4I4M6,A0A5I2M2M3,,UPI0005EC14A8,UPI000F83EF4A,UPI0004103DCA,A0A2P8QZ39,UPI000CF0366F,UPI001365F0C4,UPI001029F451,,,,,UPI000EF1A318,,R0M9H6,UPI00050E36BC,A0A6B8HNU7,,,UPI000B8E98EC,,,,,UPI00112C6F70,A0A1K1M0R3,,UPI0012E8006A,
2019007,,UPI00075D7EB0,,,,,,,,,UPI000BE1FA2F,UPI000C8511F8,,,,,,,,,,,,,,,,,,UPI000F061B2D,,,
1603314,,UPI000CF194BD,,,,,,,,,UPI000B5C067D,A0A2S3S238,,,,,,,UPI0009FED04A,,,,,,,,,,,UPI0012414B65,,UPI0009F4CB0B,
5142044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V9WU52,,,
5839953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000CD114D2,,,
4548525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2N8AS67,,,
5523809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA38706,,,
2412935,,UPI00075BC9CA,,,,,,,,,UPI0009CD40D4,UPI0009277827,,,,,,,,,,,,,,,,,,M2V8N2,,,
6220025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000935FA66,,,
1800780,,UPI0009B1C40D,,,,,,,,,UPI0010CBB917,UPI001028F4C5,,,,,,,UPI000660B0F1,,,,,,,,,,,UPI000F023191,,UPI0008074B33,
62147,A0A1L6KSL2,A0A1B4BUD9,UPI000DC3DBEE,UPI000DA4017B,I6E2K6,A0A679FYQ1,UPI00125A1177,A0A4V6YS25,A0A5T0INF6,UPI0009B45BBB,A0A6D0A1Y1,B8K521,UPI0014192204,A0A381HA13,A0A4S2YF72,UPI00038CF4CF,UPI000DFDAA7D,C0ASQ8,A0A081QM62,UPI00045383CB,UPI000DF85F36,UPI00050A1502,A0A369Z4M8,UPI000EFB9B2E,,,,,A0A0B2Y0F8,A0A2R7SLA3,A0A0W0SD99,A0A522NJA4,A0A051UHY0
4526629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A560QGF8,,,
6496651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00081C275F,,,
1617794,,UPI000D01122F,,,,,,,,,UPI000DA5AC8B,A0A511QR75,,,,,,,UPI0007798AE0,,,,,,,,,,,UPI00126437E4,,UPI0009F60863,
1841199,,UPI00075C644F,,,,,,,,,UPI0010AC4FC5,UPI00111CD33A,,,,,,,,,,,,,,,,,,UPI000F01E509,,UPI000801F635,
1960214,,UPI00075929F8,,,,,,,,,UPI000BE5C279,UPI000C86C943,,,,,,,,,,,,,,,,,,UPI000F625EDF,,,
5223872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E6RC97,,,
3520407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3K321,,,
1146708,A0A241UZ53,UPI00141DF57F,UPI000751FF0A,,,,,UPI000CF11605,,,A0A3Y1FG99,A0A2T5ESS3,,,,,UPI000C7DEB67,,Q8DZ74,A0A2T4QAV7,,,,,,,,,,A0A1M7LLQ9,,UPI0005E4C625,
6694286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00078D5E1A,,,
200520,A0A2G1TL98,A0A0U4CAQ7,UPI000F5D9887,A0A5I9F279,,W7PF98,UPI00046436E6,A0A2A6XKT2,UPI0011A2D7BC,A0A6B1Z6R1,UPI000DFF8667,UPI000E0AEFC1,,UPI0012D920E2,,,A0A564HRB2,,G5K7J6,UPI000E68A9D4,UPI000658A99F,A0A2W5JZT3,UPI000D028577,UPI000314EEB1,,,,,UPI0004486CE5,A0A0E3K2W5,UPI0010AA8379,A0A1Y0BXY7,
3770529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I4JQM0,,,
5789876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000F89AD04,,,
5975340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA39FAD,,,
3645125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423KMH5,,,
6363609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00071B32A7,,,
4557090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4Q4L4B1,,,
1112560,A0A062BWU1,UPI00131D5227,UPI0005BCBFB3,,,,,I9XFD5,,,A0A271UCZ6,UPI00063C2D15,,,,,UPI000C282127,,A0A0A6S0R2,UPI000D1F34C4,,,,,,,,,,A0A514B8H6,,UPI0013D8383E,
2187329,,UPI000841B6C4,,,,,,,,,UPI001117EA9A,UPI00115DFD83,,,,,,,,,,,,,,,,,,UPI001294FAF6,,,
2936275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053E2DE6,,,
3158273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00030F86A5,,,
2581558,,UPI00075F3A35,,,,,,,,,UPI000A2DD633,UPI0009B5FE51,,,,,,,,,,,,,,,,,,A0A1Q9XKU4,,,
6512386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00089DBCAC,,,
5049588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2C9EUS5,,,
5692091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000F789B5C,,,
3627617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5C5Q7Y6,,,
