,Aeromonas,Campylobacter,Clostridioides,Citrobacter,Enterobacter,Enterococcus,Escherichia,Helicobacter,Klebsiella,Listeria,Morganella,Providencia,Salmonella,Shigella,Vibrio,Acinetobacter,Burkholderia,Haemophilus,Legionella,Proteus,Pseudomonas,Serratia,Staphylococcus,Stenotrophomonas,Streptococcus,Acanthamoeba,Naegleria,Giardia,Vermamoeba,M+avium+complex,B+cepacia+complex,S+maltophilia+group,E+cloacae+complex,A+caloaceticus+baumanii+complex,Leptospira,Mycobacterium,Mycolicibacterium,Mycolicibacter,Mycolicibacillus,Mycobacteroides
4693021,,,,,,,,,,,,,,,,,,,,,A0A3M3KZ46,,,,,,,,,,,,,,,,,,,
5558361,,,,,,,,,,,,,,,,,,,,,UPI0009A4C0D4,,,,,,,,,,,,,,,,,,,
1682837,,,,,,,A0A794P7M8,,UPI000D3906C1,,,,,,A0A6I5IWQ0,UPI00044B6C6A,UPI00075EFB76,,,,A0A0P9KU96,,,,UPI0005CB3394,,,,,,UPI000A2ED506,,,,,UPI000801188F,,,,
3017994,,,,,,,UPI000BB5024F,,,,,,,,UPI000D37DC40,,UPI000890987A,,,,A0A2V5AWX1,,,,,,,,,,,,,,,,,,,
1123939,,,,,UPI000BA8A869,,UPI00130129EF,UPI0006CCFD9F,A0A377W952,,,,A0A3U0CXH0,,UPI0011249782,UPI0013CAE980,A0A329DKI6,,,,UPI000EB5FFD8,,UPI0009303578,,A0A418G8W2,,,,,,UPI00075A69EA,,,,,A0A1A1WAW5,,,,
4478303,,,,,,,,,,,,,,,,,,,,,A0A379IQ54,,,,,,,,,,,,,,,,,,,
5848061,,,,,,,,,,,,,,,,,,,,,UPI00131E927F,,,,,,,,,,,,,,,,,,,
7872525,,,,,,,,,,,,,,,,,,,,,A0A5E7QZF3,,,,,,,,,,,,,,,,,,,
4386890,,,,,,,,,,,,,,,,,,,,,A0A3N1ZAA7,,,,,,,,,,,,,,,,,,,
5814514,,,,,,,,,,,,,,,,,,,,,UPI000A1E802E,,,,,,,,,,,,,,,,,,,
5675306,,,,,,,,,,,,,,,,,,,,,UPI0007716B53,,,,,,,,,,,,,,,,,,,
7385814,,,,,,,,,,,,,,,,,,,,,A0A031FLU5,,,,,,,,,,,,,,,,,,,
8306932,,,,,,,,,,,,,,,,,,,,,A0A1B5DF20,,,,,,,,,,,,,,,,,,,
4561212,,,,,,,,,,,,,,,,,,,,,A0A3G7TM30,,,,,,,,,,,,,,,,,,,
3184835,,,,,,,UPI000C24A843,,,,,,,,A0A4R2FVU9,,UPI00084219C4,,,,A0A4U0YMS5,,,,,,,,,,,,,,,,,,,
7770659,,,,,,,,,,,,,,,,,,,,,A0A0P7DJZ8,,,,,,,,,,,,,,,,,,,
2181862,,,,,,,A0A383HJL4,,,,,,,,A0A271VV51,,A0A4D8TTQ2,,,,A0A2G0YZ94,,,,A0A239WVA8,,,,,,,,,,,,,,,
4908329,,,,,,,,,,,,,,,,,,,,,UPI0007178BF9,,,,,,,,,,,,,,,,,,,
2767626,,,,,,,UPI000943570F,,,,,,,,A0A1P8MD65,,UPI0009BDA453,,,,A0A3M3RSJ4,,,,,,,,,,,,,,,,,,,
2246512,,,,,,,A0A2W6PGE0,,,,,,,,A0A2N7HFF8,,A0A119UTH4,,,,A0A6G6J6N0,,,,,,,,,,,,,,,,,,,
7157484,,,,,,,,,,,,,,,,,,,,,A0A2S8HD17,,,,,,,,,,,,,,,,,,,
1260754,,,,,,,A0A080FPR5,UPI000EB3DC7C,A0A2J4Q6J7,,,,A0A379X0L3,,UPI0006CA4B6C,A0A1C3CT99,UPI000F601CE1,,,,UPI000EABBECA,,UPI000D0A267F,,UPI000264EE9D,,,,,,UPI000756644A,,,,,A0A0Q9A909,,,,
2854976,,,,,,,UPI000B7EA44A,,,,,,,,UPI000C7D0165,,UPI000AD89CB5,,,,A0A0Q6Y7N8,,,,,,,,,,,,,,,,,,,
5930180,,,,,,,,,,,,,,,,,,,,,UPI0005C5E60C,,,,,,,,,,,,,,,,,,,
878086,,UPI000CD9BDC4,,,UPI000999161B,,UPI0005A78D2C,I9R6A3,UPI00132F8FF8,,,,A0A3Z7TNP6,,UPI0011244752,UPI000E6AB567,UPI0014462353,,,,UPI0014733B7F,,A0A4Q9WAN1,,UPI000CF5C45A,,,,,,UPI00075C4C73,,UPI000DCC6665,,,A0A0U1DFB0,A0A117IEB5,,,
563048,A0A2M8HF54,UPI000577A626,,A0A381GBV3,UPI00136F7509,UPI00163BDE49,UPI0011168C93,UPI001125DC85,UPI000E2E30A8,,,,A0A5Y9Q3H8,,A0A2N7J1H4,UPI0015D39A3E,UPI00158F660B,,,,UPI000CD2F58E,UPI000537078D,A0A6K8A1D5,A0A270NR71,UPI0010A179EC,,,,,,UPI00158D90F0,,UPI000574562F,A0A009Y6M7,A0A4R9J2S6,UPI00114E1FB5,A0A1U9PM56,,,
1407371,,,,,,,A0A7B9F0J8,A0A1A9GU59,UPI0005913DA4,,,,UPI0009E67FD7,,UPI000C84F7CF,UPI00044ACD23,UPI000F80F737,,,,UPI000F520D86,,A0A1S2MHB2,,A0A428CJL5,,,,,,A0A071MBT3,,,,,A0A557XVA7,,,,
6159217,,,,,,,,,,,,,,,,,,,,,UPI000D526B22,,,,,,,,,,,,,,,,,,,
7224520,,,,,,,,,,,,,,,,,,,,,A0A423GHZ7,,,,,,,,,,,,,,,,,,,
6819486,,,,,,,,,,,,,,,,,,,,,UPI001552A691,,,,,,,,,,,,,,,,,,,
847423,,UPI000CD8717D,,,A0A421ILN9,R2SEJ9,UPI0007E34821,W5U8Q2,UPI0013636551,,,,A0A639PC66,,UPI001121491C,UPI00112EB620,UPI0016419D4B,,,,UPI00147F7C8A,,A0A3A0W155,,UPI001238F453,,,,,,UPI00075CD6EB,,UPI000BA865AF,,,A0A1X1RVV7,A0A1A0RD85,,,
932548,,UPI000E2147F7,,,UPI0006507658,,UPI0007439895,UPI000420569F,A0A484YXD7,,,,A0A760LPM2,,UPI0011595BCC,UPI000743CECC,UPI00158D602D,,,,UPI0014730B5C,,UPI000B5188F9,,UPI0013751885,,,,,,UPI000752A8A3,,A0A5M3VDK2,,,A0A2S8MGT4,E6TBU3,,,
6883632,,,,,,,,,,,,,,,,,,,,,A0A446B1D0,,,,,,,,,,,,,,,,,,,
1389295,,,,,,,A0A7A7D468,A0A2T6SRG3,UPI000B4116E8,,,,UPI0009B06AAB,,UPI000C846261,UPI00028E83A2,UPI000F58FDC6,,,,UPI000F035922,,A0A239Y7F2,,A0A3R9LJT1,,,,,,A0A6H1J5P5,,,,,A0A1A1VEH7,,,,
960919,,U2G6K2,,,UPI00044B08E5,,UPI00122E7901,UPI000534F760,A0A3T6CY49,,,,A0A736TY46,,UPI0011237AA4,UPI00057E9290,UPI00158D9AC9,,,,UPI0013798B15,,UPI0006996351,,A0A426T869,,,,,,UPI000755BDA5,,,,,A0A1B7U2A9,,,,
7072992,,,,,,,,,,,,,,,,,,,,,A0A2S8HLC3,,,,,,,,,,,,,,,,,,,
6918417,,,,,,,,,,,,,,,,,,,,,A0A077LF13,,,,,,,,,,,,,,,,,,,
2065956,,,,,,,A0A170TVE0,,,,,,,,UPI000509E463,,UPI001396A99F,,,,A0A485ESH4,,,,A0A1X1G8P6,,,,,,A0A6P2H4U5,,,,,L0J6Q3,,,,
141628,A0A318DB86,A0A6N6BFR5,UPI0008723C35,UPI0015E9DD27,UPI0015E91725,A0A2W4BAD6,A0A376LYT5,UPI001125F04B,UPI00148F0423,A0A3S4ZFP4,,UPI00065E773A,UPI0011107378,UPI000663A672,A0A151JDX4,N9AN70,A0A104N2C1,A0A1T0AUH4,UPI0005AB3837,UPI000BFFDDD4,UPI000397B282,UPI0015C59581,A0A4Y9KHW8,UPI0015CD25FD,A0A4N5Q189,,,,,UPI00096D08FA,A0A2Z6TW97,UPI0006AC5688,UPI001010496C,UPI001580549F,V6HBH5,A0A2U3NV38,UPI00141264C2,,,UPI000516151E
2256763,,,,,,,A0A1E5M5K0,,,,,,,,A0A2N7JTI7,,A0A0E1TPZ8,,,,A0A1B5EJ22,,,,,,,,,,,,,,,,,,,
2875606,,,,,,,UPI000BE61C01,,,,,,,,UPI000C8504A2,,UPI0009BDC463,,,,A0A1N6X2I0,,,,,,,,,,,,,,,,,,,
8135626,,,,,,,,,,,,,,,,,,,,,A0A385Z5S3,,,,,,,,,,,,,,,,,,,
1143955,,,,,UPI000CEC03D0,,UPI00136482A1,A0A0L0Q817,A0A1F2M6G8,,,,A0A3Y2Z5A2,,UPI0010BD71FA,UPI00132EA7B2,A0A104N0U6,,,,UPI000F01DFD7,,UPI0009915651,,A0A2T0GAS3,,,,,,UPI00075F2B1F,,,,,UPI0002D28DF5,,,,
4372161,,,,,,,,,,,,,,,,,,,,,A0A0T6V4J0,,,,,,,,,,,,,,,,,,,
754300,A0A454GFX0,UPI0008740BAA,,,UPI000484B14C,UPI000CF26581,UPI000F6862E2,UPI0012B1D717,UPI000E2C93DA,,,,A0A3W7TXZ8,,A0A0B8NTL3,N8V937,UPI0016405AB7,,,,UPI0010F78F00,,UPI0002BBCA46,UPI000D53F964,UPI0005E1037E,,,,,,UPI000F596607,,UPI0005ED7453,A0A062FTV8,,A0A1A2D8V6,UPI0008DD2806,,,
2309512,,,,,,,A0A2X1PSG0,,,,,,,,UPI00112270C9,,UPI00023889D0,,,,A0A1H5P164,,,,,,,,,,,,,,,,,,,
1932358,,,,,,,UPI0002CB7978,,,,,,,,A3ULI3,A0A2T5QAP9,UPI0007582CCB,,,,A0A165ZT28,,,,UPI000CF56880,,,,,,UPI0008F4E737,,,,,A0A1A2PJM5,,,,
4817245,,,,,,,,,,,,,,,,,,,,,UPI00054B0725,,,,,,,,,,,,,,,,,,,
6260461,,,,,,,,,,,,,,,,,,,,,UPI00124300EB,,,,,,,,,,,,,,,,,,,
7766145,,,,,,,,,,,,,,,,,,,,,A0A2S3WBZ7,,,,,,,,,,,,,,,,,,,
5989808,,,,,,,,,,,,,,,,,,,,,UPI0006696B1A,,,,,,,,,,,,,,,,,,,
2838094,,,,,,,UPI000BDF24E8,,,,,,,,UPI000CE95B5A,,UPI0009B6E3BE,,,,A0A2J7TZ52,,,,,,,,,,,,,,,,,,,
6872606,,,,,,,,,,,,,,,,,,,,,A0A0A4GNT6,,,,,,,,,,,,,,,,,,,
5019490,,,,,,,,,,,,,,,,,,,,,A0A0P9I3G9,,,,,,,,,,,,,,,,,,,
4011945,,,,,,,,,,,,,,,,,,,,,A0A2D8A003,,,,,,,,,,,,,,,,,,,
1650423,,,,,,,A0A7B4T9S2,A0A2T6R1T5,UPI000C79BDDD,,,,,,A0A4Y8WG31,UPI00083D401F,UPI00075B743C,,,,A0A1H0TRC9,,,,UPI0004856620,,,,,,UPI0009E0D803,,,,,UPI00045B918F,,,,
4573553,,,,,,,,,,,,,,,,,,,,,A0A399M588,,,,,,,,,,,,,,,,,,,
2107510,,,,,,,A0A6M1I603,,,,,,,,A0A1G8ARI2,,A0A084DHA9,,,,A0A3R8VLJ8,,,,A0A380JE28,,,,,,Q393L9,,,,,,,,,
2434054,,,,,,,E1IM79,,,,,,,,UPI000B3556C3,,UPI00163FE691,,,,A0A2W1MSY3,,,,,,,,,,,,,,,,,,,
2001198,,,,,,,UPI0004A048BC,,,,,,,,UPI0001BACA44,G7GID0,UPI0012D2C9EE,,,,A0A3S0LZQ9,,,,A0A1X1KXM9,,,,,,UPI000CFFC7CB,,,,,A0A1A0VZ56,,,,
4385989,,,,,,,,,,,,,,,,,,,,,A0A560ZE06,,,,,,,,,,,,,,,,,,,
1280367,,,,,,,A0A377BBE6,UPI000EAC09CE,A0A443V9P4,,,,A0A2X4TKQ4,,UPI0005ED4B92,A0A6G8RVA1,A0A3N9GXV8,,,,UPI000F52F0DA,,UPI000D1ECB78,,A0A6L6LIM6,,,,,,UPI0006C7C990,,,,,A0A1X1Y3J0,,,,
7419676,,,,,,,,,,,,,,,,,,,,,A0A1B5E6J4,,,,,,,,,,,,,,,,,,,
4410021,,,,,,,,,,,,,,,,,,,,,A0A0W0NAE1,,,,,,,,,,,,,,,,,,,
6371097,,,,,,,,,,,,,,,,,,,,,UPI0011AF8DC9,,,,,,,,,,,,,,,,,,,
6635622,,,,,,,,,,,,,,,,,,,,,UPI00104FB330,,,,,,,,,,,,,,,,,,,
5433995,,,,,,,,,,,,,,,,,,,,,UPI0009A93BBF,,,,,,,,,,,,,,,,,,,
2559839,,,,,,,UPI000B4E348B,,,,,,,,UPI0004A2720F,,A0A6P2PSK3,,,,A0A427FFX3,,,,,,,,,,,,,,,,,,,
7800450,,,,,,,,,,,,,,,,,,,,,A0A448E3X1,,,,,,,,,,,,,,,,,,,
485337,UPI00044C6122,A0A6W1MVI0,,UPI000CDD7B5B,UPI00041A1108,UPI00030C673D,UPI0010B1F220,A0A2T6R8F6,UPI00100AA008,,,,A0A3Z6RRW6,,UPI00148CFAD1,UPI0014446605,UPI00158B7BEA,,,,UPI000F879433,U2N7C5,UPI00136E4902,A0A4V5UDD6,A0A5C5SB00,,,,,,UPI00157ABF62,UPI000C262CB2,A0A6I6TYL0,UPI00031EC603,UPI00095B84B8,A0A5P8ZKP7,X5L6G8,,,
295498,UPI0005C17FAD,UPI0007641371,,UPI001390B039,UPI00109D754A,UPI0010C172DF,UPI001574CE18,UPI00165BDAFC,W9BQ91,UPI0011EFDDFF,,,A0A6Y3V426,,UPI00148B990E,UPI0015F6C3FF,A0A107HLC3,,A0A1Q4BQ33,,UPI000B9B3C06,UPI0004685AD3,UPI000EF52BFC,UPI0013DC8941,UPI0015D767E2,,,,,,UPI00158B1A78,A0A6B8IIC0,UPI0007519CDA,UPI000DE7ABBB,A0A418AEB3,UPI0014244DE9,UPI00107FA12F,,,UPI000941A4E4
8259133,,,,,,,,,,,,,,,,,,,,,A0A239FK96,,,,,,,,,,,,,,,,,,,
4372965,,,,,,,,,,,,,,,,,,,,,A0A0J6I0K4,,,,,,,,,,,,,,,,,,,
7375702,,,,,,,,,,,,,,,,,,,,,A0A0P9SSX2,,,,,,,,,,,,,,,,,,,
4919804,,,,,,,,,,,,,,,,,,,,,UPI000761D41B,,,,,,,,,,,,,,,,,,,
1753370,,,,,,,UPI0003EF99E7,,A0A486VC23,,,,,,UPI0003F9AF99,UPI000B7FE0F1,UPI00075D8B53,,,,A0A485FH46,,,,UPI00066A1E66,,,,,,UPI0008419632,,,,,UPI0008594D77,,,,
5185271,,,,,,,,,,,,,,,,,,,,,A5W462,,,,,,,,,,,,,,,,,,,
2175335,,,,,,,A0A484YD80,,,,,,,,A0A2I8X852,,A0A6B2MBS7,,,,A0A6I6TJ47,,,,A0A2T0G5C1,,,,,,,,,,,,,,,
7127661,,,,,,,,,,,,,,,,,,,,,A0A423HZQ5,,,,,,,,,,,,,,,,,,,
1718854,,,,,,,A0A7B5U9M0,,UPI000C7BB115,,,,,,A0A2N7KIU5,UPI0008399EB8,UPI00075D5E56,,,,A0A0Q0BXU4,,,,UPI0006931E6A,,,,,,UPI000AE2912A,,,,,UPI0008A924B1,,,,
3823993,,,,,,,,,,,,,,,,,,,,,A0A1H1YQD8,,,,,,,,,,,,,,,,,,,
5138228,,,,,,,,,,,,,,,,,,,,,UPI000676F814,,,,,,,,,,,,,,,,,,,
3612312,,,,,,,,,,,,,,,,,F2LH10,,,,A0A2S9EAL1,,,,,,,,,,,,,,,,,,,
7860692,,,,,,,,,,,,,,,,,,,,,A0A5E7F7W3,,,,,,,,,,,,,,,,,,,
7865218,,,,,,,,,,,,,,,,,,,,,A0A5E7CG61,,,,,,,,,,,,,,,,,,,
6592480,,,,,,,,,,,,,,,,,,,,,UPI000DA64443,,,,,,,,,,,,,,,,,,,
5956268,,,,,,,,,,,,,,,,,,,,,UPI0005B94018,,,,,,,,,,,,,,,,,,,
84075,UPI001495F7E3,UPI00156B51DF,UPI00038D8611,UPI0015FBD4F6,UPI00141E4C33,UPI001432CE6B,A0A0F3UCG6,A0A1Q2PJW3,A0A331ZBQ9,W7DKM2,UPI000912192D,A0A7D6NZ35,C0Q3S8,UPI0012E960E2,A7MTU2,R9AWS7,A0A6P3BQ06,UPI0007CDCE60,A0A098G8L1,Q33DX5,UPI00040BD0C5,UPI0011E74261,UPI0014419196,UPI001661614B,A0A501VXN7,,,,,A0A6N1PKC0,A0A6P2QS05,UPI0013D95DB7,UPI0015CE0E13,UPI0016601AF2,A0A2P1QXC2,A0A1X2KSR4,A0A0M2JZ11,UPI0009EE6D9B,,UPI0005DB150B
7056987,,,,,,,,,,,,,,,,,,,,,A0A3M3NYX5,,,,,,,,,,,,,,,,,,,
2023265,,,,,,,UPI0004D62C50,,,,,,,,UPI0004F31F09,,UPI0012FB6146,,,,A0A255X5I6,,,,A0A2X3SQ77,,,,,,UPI000D00762C,,,,,A0A1A0KHC3,,,,
3195106,,,,,,,UPI000CDE8C0D,,,,,,,,A0A0B8Q175,,UPI000921F509,,,,A0A0N7H2Y1,,,,,,,,,,,,,,,,,,,
7390936,,,,,,,,,,,,,,,,,,,,,A0A3F3HGM9,,,,,,,,,,,,,,,,,,,
1234063,,,,,A0A0H3CI20,,A0A769DRA0,Q8KIZ6,UPI00164BBCC8,,,,UPI0002549EF1,,UPI0006A5FD2E,N8W946,UPI0011249E12,,,,UPI000F04440B,,UPI000D1CB8B1,,UPI0002BB7FC0,,,,,,UPI0007531A16,,,,,X8FCG1,,,,
7759312,,,,,,,,,,,,,,,,,,,,,A0A2W5PKB0,,,,,,,,,,,,,,,,,,,
7213027,,,,,,,,,,,,,,,,,,,,,A0A6B8G2V5,,,,,,,,,,,,,,,,,,,
8108817,,,,,,,,,,,,,,,,,,,,,A0A098T444,,,,,,,,,,,,,,,,,,,
6805879,,,,,,,,,,,,,,,,,,,,,UPI00157DE80F,,,,,,,,,,,,,,,,,,,
6524112,,,,,,,,,,,,,,,,,,,,,UPI00130365CB,,,,,,,,,,,,,,,,,,,
5682333,,,,,,,,,,,,,,,,,,,,,UPI0008A8C5C6,,,,,,,,,,,,,,,,,,,
2157947,,,,,,,A0A376YC34,,,,,,,,A0A4Y3IIW8,,A0A120KZ38,,,,A0A495LGR2,,,,A0A0H3C2D5,,,,,,,,,,,,,,,
7382661,,,,,,,,,,,,,,,,,,,,,A0A2G0WI78,,,,,,,,,,,,,,,,,,,
5102912,,,,,,,,,,,,,,,,,,,,,UPI0006AC63C5,,,,,,,,,,,,,,,,,,,
1329134,,,,,,,A0A7B2AAV8,A0A2A6V1E8,UPI0009BA61BD,,,,UPI0009AE382C,,UPI0012ADBB8C,UPI00044D4620,UPI000F57C432,,,,UPI000F55E278,,UPI000DAA769A,,UPI00027357D6,,,,,,UPI0012F81861,,,,,A0A1A2NGI2,,,,
6353005,,,,,,,,,,,,,,,,,,,,,UPI0010C238A5,,,,,,,,,,,,,,,,,,,
2193804,,,,,,,A0A6N6XHJ8,,,,,,,,A0A1R4LSW9,,A0A0L0ME30,,,,A0A5M7CBQ8,,,,A0A1H0YPN6,,,,,,,,,,,,,,,
7865898,,,,,,,,,,,,,,,,,,,,,A0A448DZB2,,,,,,,,,,,,,,,,,,,
3875868,,,,,,,,,,,,,,,,,,,,,F3GPB4,,,,,,,,,,,,,,,,,,,
1163879,,,,,A0A3N2EAZ7,,UPI0013523C68,UPI000BBB409D,UPI00032FC479,,,,A0A3U1XSG6,,UPI000DF48A9A,A0A0M3FNE0,A0A3P0N4U6,,,,UPI000EAD70E8,,UPI000BBBB312,,UPI0003FEED35,,,,,,UPI00075C1B8C,,,,,UPI00048C2F8A,,,,
8259422,,,,,,,,,,,,,,,,,,,,,A0A098FTM2,,,,,,,,,,,,,,,,,,,
5682332,,,,,,,,,,,,,,,,,,,,,UPI0008A8C5CF,,,,,,,,,,,,,,,,,,,
2840570,,,,,,,UPI000BE81D7E,,,,,,,,UPI000D208E3C,,UPI0009E9E9C2,,,,A0A542V4H0,,,,,,,,,,,,,,,,,,,
5311694,,,,,,,,,,,,,,,,,,,,,UPI00023A2FA0,,,,,,,,,,,,,,,,,,,
5279447,,,,,,,,,,,,,,,,,,,,,UPI000380E20B,,,,,,,,,,,,,,,,,,,
1498557,,,,,,,A0A6L4XNM0,A0A2T6WAE0,UPI000627740A,,,,UPI000BA0C2E9,,UPI0013039323,A0A6C0YPN9,UPI00075C6D69,,,,UPI000F0700AC,,,,A0A139NTP6,,,,,,A0A125A7W2,,,,,UPI0009ED60CA,,,,
5679796,,,,,,,,,,,,,,,,,,,,,UPI00083DE3D4,,,,,,,,,,,,,,,,,,,
7443238,,,,,,,,,,,,,,,,,,,,,A0A1I4NEN4,,,,,,,,,,,,,,,,,,,
3095529,,,,,,,UPI000BB43CC0,,,,,,,,A0A0C3HQD5,,UPI00075ADE3A,,,,A0A2T0Z6Y4,,,,,,,,,,,,,,,,,,,
4139857,,,,,,,,,,,,,,,,,,,,,A0A427H7Q5,,,,,,,,,,,,,,,,,,,
5353820,,,,,,,,,,,,,,,,,,,,,UPI0003A6F732,,,,,,,,,,,,,,,,,,,
733165,A0A2H9U6Q6,UPI000763D159,,,UPI000411CEA5,UPI000BAE1462,UPI0010221D82,UPI0012B32332,UPI0011EA6F47,,,,A0A5U2F2S8,,A0A2S7UHE0,N9KMJ3,UPI00155F71AC,,,,UPI001068E2EE,,UPI0004476C02,UPI000C161E09,UPI00076A15D5,,,,,,UPI000F560BB6,,UPI00063C3E9B,UPI000DE5F508,,UPI00045B6CF9,UPI0007EAB73E,,,
1032079,,,,,UPI0007C75A37,,UPI000DA45500,T0DI53,A0A486NW99,,,,A0A3U2A5G3,,UPI000F485DAB,UPI00128C0E60,A0A118LK51,,,,UPI000F01E109,,UPI00066BB8E9,,Q54572,,,,,,UPI00075D25F8,,,,,A0A101ADR1,,,,
1275503,,,,,,,A0A6C7FZ22,UPI000EB32759,A0A443V2I4,,,,A0A5U3DJ09,,UPI0005977A03,A0A1T1J7V8,UPI0010574546,,,,UPI000F044399,,UPI000D1B6A54,,A0A4V0ESQ4,,,,,,UPI00073A5C41,,,,,A0A1A2R378,,,,
6320767,,,,,,,,,,,,,,,,,,,,,UPI00106B9898,,,,,,,,,,,,,,,,,,,
3548528,,,,,,,,,,,,,,,,,A0A6P2N1T1,,,,A0A0P8YZ75,,,,,,,,,,,,,,,,,,,
5184859,,,,,,,,,,,,,,,,,,,,,UPI0002CCC8F9,,,,,,,,,,,,,,,,,,,
4778702,,,,,,,,,,,,,,,,,,,,,UPI00053DD3BC,,,,,,,,,,,,,,,,,,,
2282296,,,,,,,A0A2X1KSZ9,,,,,,,,UPI00111E958A,,UPI000407A308,,,,A0A6A7YNE8,,,,,,,,,,,,,,,,,,,
331425,UPI000DE5A90F,UPI000CD8C816,,A0A4V3VHG0,UPI000EF996B0,UPI000763F0CC,UPI0015F10DF1,T2SAC7,A0A486EM84,A0A6H6AVJ9,,,A0A624MEU1,,UPI001476ED77,UPI001490508A,A0A3N8XRL3,,,,UPI000BA49AE9,UPI0013DD690F,UPI000E69CB12,UPI00130FBAF9,A0A0F2CDG6,,,,,,UPI00158C5D9A,A0A6B8J4J2,UPI00057F9970,UPI000449EB07,UPI00029276E8,A0A2Z5YAU4,UPI000DAC54BC,,,A0A1N0DGV8
4157506,,,,,,,,,,,,,,,,,,,,,A0A2L2KZP8,,,,,,,,,,,,,,,,,,,
4841648,,,,,,,,,,,,,,,,,,,,,UPI0004644474,,,,,,,,,,,,,,,,,,,
7116899,,,,,,,,,,,,,,,,,,,,,A0A3M4RFF8,,,,,,,,,,,,,,,,,,,
4573999,,,,,,,,,,,,,,,,,,,,,A0A2L2L3F2,,,,,,,,,,,,,,,,,,,
7199288,,,,,,,,,,,,,,,,,,,,,J2YEY3,,,,,,,,,,,,,,,,,,,
3952908,,,,,,,,,,,,,,,,,,,,,A0A3B8S9U6,,,,,,,,,,,,,,,,,,,
3324306,,,,,,,UPI000DFCD80B,,,,,,,,,,UPI000D00D57B,,,,A0A0J6L5R1,,,,,,,,,,,,,,,,,,,
3977301,,,,,,,,,,,,,,,,,,,,,A0A1H9B0G2,,,,,,,,,,,,,,,,,,,
2338383,,,,,,,A0A2X1NDY2,,,,,,,,UPI0009B28315,,UPI00016A6218,,,,A0A6A9JQA2,,,,,,,,,,,,,,,,,,,
3979366,,,,,,,,,,,,,,,,,,,,,A0A379JXG7,,,,,,,,,,,,,,,,,,,
6967381,,,,,,,,,,,,,,,,,,,,,A0A1N7U8E9,,,,,,,,,,,,,,,,,,,
5948716,,,,,,,,,,,,,,,,,,,,,UPI0005B6C148,,,,,,,,,,,,,,,,,,,
8119128,,,,,,,,,,,,,,,,,,,,,A0A1G5XRP7,,,,,,,,,,,,,,,,,,,
435982,A0A6M4YTT8,A0A1J6TEU0,,UPI0005366E23,UPI00075014C1,A0A1X3AE82,A0A0H3MDL3,A0A496GLX5,UPI000F4F8BAA,,,,A0A726GZI0,,UPI0016562597,UPI0015D25EAA,UPI001594080F,,,,UPI000B493716,A0A240A7Q2,UPI000E3BAA27,A0A4Z0DPB1,A0A0U0KDQ5,,,,,,UPI00158D7039,UPI00066E89F7,A0A421IL55,A0A333Y9I5,A0A5F2DQK4,A0A1A3K4Q2,A0A1E3RDF4,,,
3853678,,,,,,,,,,,,,,,,,,,,,A0A5R8ZSM1,,,,,,,,,,,,,,,,,,,
3290761,,,,,,,UPI000D0B08D8,,,,,,,,,,UPI000B7A253F,,,,A0A0P9PMA5,,,,,,,,,,,,,,,,,,,
8147078,,,,,,,,,,,,,,,,,,,,,A0A1G8JE46,,,,,,,,,,,,,,,,,,,
2664629,,,,,,,UPI0004DA9AB4,,,,,,,,UPI00077FFAEA,,A0A1B4LBA3,,,,A0A5D3GGE2,,,,,,,,,,,,,,,,,,,
4866980,,,,,,,,,,,,,,,,,,,,,UPI00053DC748,,,,,,,,,,,,,,,,,,,
1457022,,,,,,,A0A7A8AP46,A0A1Q2SEZ3,UPI000666F8E9,,,,UPI0009AF61D6,,UPI00138958F5,A0A4R0DAY5,UPI00075FBE3A,,,,UPI000F042076,,A0A3G4QVT5,,A0A0F2DIY2,,,,,,UPI000305C39F,,,,,UPI001641804F,,,,
29455,A0A2N3J4H4,A0A697EX23,UPI0010345BD3,A0A2X2WJB8,A0A1S2AEI6,R2SZV9,A0A1X3IBE4,K2LD10,A0A3P4ILV3,UPI0010710F2B,A0A2X1TGZ0,UPI00164EB3D2,UPI0016545BCE,A0A380B772,A0A090RRT5,A0A1Y3CNM4,A0A1B4FG13,F0ERD3,A0A378KWD9,UPI000F861F74,UPI000F04C697,A0A0P0QHJ2,A0A151A7G2,A0A5N7SH21,A0A1I7FFM5,,,A0A4Z1ST06,,U3THG2,A0A3S9NBV0,A0A655M5W3,UPI0015A52E70,A0A4R1Y766,A0A4Z0ZTV9,A0A132T4N5,A0A064CLM7,A0A1A3FYX9,,A0A0N1CCI0
5968054,,,,,,,,,,,,,,,,,,,,,UPI0006540EA9,,,,,,,,,,,,,,,,,,,
6998734,,,,,,,,,,,,,,,,,,,,,A0A5R8ZJC9,,,,,,,,,,,,,,,,,,,
3734052,,,,,,,,,,,,,,,,,,,,,A0A3N1ZBK1,,,,,,,,,,,,,,,,,,,
896963,,UPI000CD9559B,,,UPI000666BA16,,UPI000699F906,UPI0004262623,UPI001330F113,,,,A0A749SRW3,,UPI001121DFF8,UPI0010325181,UPI001576DE9B,,,,UPI0013CF8869,,A0A4Q7CHV9,,UPI001374E58F,,,,,,UPI000753BEB5,,A0A0W2HDM5,,,A0A2S9G3H3,A0A3S0TUZ4,,,
2505204,,,,,,,UPI000A34C7B3,,,,,,,,UPI0006842B89,,A0A0B6RW61,,,,A0A550FKC4,,,,,,,,,,,,,,,,,,,
